CodigoVariable,CodigoDuracion,UnidadMedida,CodigoSICAgente,CodigoPlanta,Version
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EEPG,2UP2,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EPSG,3BZB,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EBSG,3DSO,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPSG,3JPC,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPMG,HRD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,EPSG,RPD1,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,HCCG,2SS2,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,ERRG,3F5N,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,HDTG,VNTA,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,NMRG,3GFQ,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,PRIG,PRG1,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,EPSG,3J2B,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,GSAG,3KLQ,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,HDTG,RCIO,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,ENDG,USQ1,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,2ZHY,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,EPSG,HMO1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,RPEG,CAS1,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ISGG,2TUT,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,ESUG,2WC5,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,BCCG,3J2H,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
GReal,PT1H,kWh,EPSG,CLMG,TXR
