CodigoVariable,CodigoDuracion,UnidadMedida,CodigoSICAgente,CodigoPlanta,Version
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,UNGG,3JPM,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,EPSG,3PWF,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,TYPG,TYP4,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,RENG,2SI1,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,EPSG,3ENE,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,ERRG,3J85,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,HDTG,PST1,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,AAGG,3HBN,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,ENDG,CQT1,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,NMRG,3GFQ,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,PRIG,PRG1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,HLAG,IQU1,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,ISGG,2T4P,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,2TYI,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,3GPZ,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,EPSG,PRD4,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GPEG,SJM1,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,GNCG,FLRD,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,EMIG,PTR1,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,HDTG,RCIO,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,ENDG,USQ1,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
GReal,PT1H,kWh,EPMG,3KVZ,TX3
